"id";"timestamp";"amount";"customer_id";"product_id"
"59251";"2014-05-06 17:37:28";"1,90";"643";"82"
"59253";"2014-05-06 18:49:23";"1,90";"716";"82"
"59254";"2014-05-06 18:49:23";"1,90";"716";"82"
"59255";"2014-05-06 18:49:27";"1,90";"716";"82"
"59256";"2014-05-06 18:49:40";"1,90";"748";"82"
"59257";"2014-05-06 18:54:43";"2,40";"201";"57"
"59258";"2014-05-06 18:54:45";"1,90";"201";"82"
"59260";"2014-05-06 19:38:23";"1,90";"478";"82"
"59266";"2014-05-06 20:30:55";"2,40";"862";"57"
"59307";"2014-05-06 21:57:43";"1,90";"716";"82"
"59325";"2014-05-06 22:44:08";"1,40";"201";"21"
"59328";"2014-05-06 22:52:26";"1,90";"716";"82"
"59333";"2014-05-06 23:03:06";"2,40";"815";"57"
"59332";"2014-05-06 23:03:06";"2,40";"815";"57"
"59335";"2014-05-06 23:03:15";"2,40";"610";"57"
"59334";"2014-05-06 23:03:15";"2,40";"610";"57"
"59336";"2014-05-06 23:03:39";"1,90";"635";"82"
"59354";"2014-05-07 00:06:58";"2,40";"815";"57"
"59364";"2014-05-07 01:01:56";"1,90";"716";"82"
"59363";"2014-05-07 01:01:56";"1,90";"716";"82"
"59371";"2014-05-07 22:50:26";"2,40";"836";"57"
"59374";"2014-05-07 22:57:21";"1,40";"647";"21"
"59375";"2014-05-07 22:58:18";"1,40";"647";"21"
"59377";"2014-05-07 22:58:34";"1,90";"868";"82"
"59376";"2014-05-07 22:58:34";"1,90";"868";"82"
"59379";"2014-05-07 22:59:19";"2,40";"478";"57"
"59388";"2014-05-07 23:20:14";"1,40";"201";"21"
"59389";"2014-05-07 23:20:34";"1,90";"716";"82"
"59390";"2014-05-07 23:21:08";"2,40";"815";"57"
"59391";"2014-05-07 23:21:11";"2,40";"815";"57"
"59393";"2014-05-07 23:21:28";"1,40";"815";"21"
"59394";"2014-05-07 23:21:45";"1,90";"815";"82"
"59418";"2014-05-08 00:26:01";"1,40";"852";"21"
"59444";"2014-05-08 01:30:33";"1,40";"201";"21"
"59448";"2014-05-08 01:50:21";"1,90";"478";"82"
"59453";"2014-05-13 20:36:06";"2,40";"845";"57"
"59467";"2014-05-13 21:40:31";"2,40";"675";"57"
"59475";"2014-05-13 22:00:07";"1,40";"647";"21"
"59506";"2014-05-13 23:20:33";"1,40";"716";"21"
"59507";"2014-05-13 23:24:29";"2,40";"832";"57"
"59518";"2014-05-14 13:21:32";"2,40";"845";"57"
"59519";"2014-05-14 13:21:46";"2,40";"840";"57"
"59540";"2014-05-14 23:18:05";"1,40";"201";"21"
"59541";"2014-05-14 23:18:47";"2,40";"201";"57"
"59552";"2014-05-15 00:08:48";"1,40";"849";"21"
"59561";"2014-05-15 12:05:56";"2,40";"610";"57"
"59560";"2014-05-15 12:05:56";"2,40";"610";"57"
"59619";"2014-05-20 20:31:01";"2,40";"868";"57"
"59620";"2014-05-20 20:31:25";"2,40";"798";"57"
"59628";"2014-05-20 21:02:35";"1,40";"201";"21"
"59635";"2014-05-20 21:34:15";"2,40";"836";"57"
"59636";"2014-05-20 21:34:16";"2,40";"836";"57"
"59646";"2014-05-20 21:55:23";"2,40";"813";"57"
"59658";"2014-05-20 22:10:31";"2,40";"808";"57"
"59659";"2014-05-20 22:12:30";"2,40";"770";"57"
"59662";"2014-05-20 22:18:54";"2,40";"798";"57"
"59668";"2014-05-20 22:24:51";"2,40";"688";"57"
"59667";"2014-05-20 22:24:51";"2,40";"688";"57"
"59666";"2014-05-20 22:24:51";"2,40";"688";"57"
"59674";"2014-05-20 22:28:26";"2,40";"861";"57"
"59673";"2014-05-20 22:28:26";"2,40";"861";"57"
"59691";"2014-05-20 22:57:09";"1,40";"647";"21"
"59696";"2014-05-20 23:03:11";"1,40";"707";"21"
"59700";"2014-05-20 23:07:21";"2,40";"610";"57"
